dataset_index,original_index,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63,momentum
878,971,0.0,0.0,5.0,15.0,14.0,3.0,0.0,0.0,0.0,2.0,14.0,7.0,4.0,13.0,0.0,0.0,0.0,2.0,15.0,5.0,5.0,16.0,1.0,0.0,0.0,0.0,7.0,15.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,8.0,9.0,4.0,2.0,16.0,1.0,0.0,0.0,4.0,11.0,13.0,16.0,11.0,0.0,1
879,1542,0.0,0.0,2.0,9.0,15.0,12.0,5.0,0.0,0.0,0.0,12.0,11.0,11.0,12.0,11.0,0.0,0.0,1.0,16.0,1.0,0.0,8.0,11.0,0.0,0.0,3.0,15.0,12.0,10.0,15.0,2.0,0.0,0.0,0.0,1.0,11.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,2.0,0.0,0.0,1
880,686,0.0,0.0,4.0,12.0,16.0,6.0,0.0,0.0,0.0,4.0,16.0,10.0,5.0,16.0,4.0,0.0,0.0,8.0,13.0,0.0,5.0,15.0,5.0,0.0,0.0,6.0,12.0,7.0,15.0,3.0,0.0,0.0,0.0,0.0,12.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,11.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,13.0,3.0,0.0,0.0,0.0,6.0,13.0,13.0,8.0,0.0,0.0,1
881,1790,0.0,0.0,5.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,11.0,16.0,5.0,13.0,6.0,0.0,0.0,0.0,2.0,15.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0,7.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,6.0,12.0,12.0,3.0,0.0,0.0,1
882,1629,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,16.0,3.0,0.0,0.0,0.0,6.0,16.0,7.0,13.0,8.0,0.0,0.0,0.0,2.0,15.0,7.0,15.0,7.0,0.0,0.0,0.0,0.0,7.0,15.0,12.0,0.0,0.0,1
883,128,0.0,0.0,1.0,11.0,15.0,8.0,0.0,0.0,0.0,0.0,12.0,14.0,10.0,16.0,5.0,0.0,0.0,0.0,16.0,7.0,13.0,16.0,4.0,0.0,0.0,0.0,9.0,15.0,13.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,8.0,16.0,14.0,9.0,16.0,4.0,0.0,0.0,0.0,2.0,10.0,15.0,15.0,2.0,0.0,1
884,550,0.0,0.0,2.0,13.0,16.0,8.0,0.0,0.0,0.0,0.0,11.0,16.0,6.0,2.0,0.0,0.0,0.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,13.0,2.0,0.0,0.0,0.0,1.0,16.0,6.0,8.0,14.0,0.0,0.0,0.0,0.0,11.0,10.0,1.0,16.0,5.0,0.0,0.0,0.0,3.0,15.0,16.0,16.0,3.0,0.0,1
885,1369,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,8.0,2.0,0.0,0.0,0.0,0.0,13.0,16.0,13.0,14.0,4.0,0.0,0.0,0.0,11.0,8.0,2.0,3.0,13.0,0.0,0.0,0.0,7.0,11.0,5.0,12.0,11.0,0.0,0.0,0.0,1.0,11.0,12.0,4.0,0.0,0.0,1
886,17,0.0,0.0,1.0,8.0,15.0,10.0,0.0,0.0,0.0,3.0,13.0,15.0,14.0,14.0,0.0,0.0,0.0,5.0,10.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,3.0,5.0,15.0,10.0,2.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,12.0,0.0,0.0,1.0,8.0,12.0,14.0,8.0,3.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,1
887,1733,0.0,0.0,5.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,9.0,1.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,1.0,16.0,10.0,8.0,16.0,6.0,0.0,0.0,0.0,12.0,14.0,5.0,9.0,13.0,0.0,0.0,0.0,4.0,15.0,15.0,12.0,3.0,0.0,1
888,810,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,14.0,11.0,5.0,0.0,0.0,0.0,5.0,16.0,12.0,11.0,16.0,6.0,0.0,0.0,6.0,16.0,9.0,2.0,16.0,9.0,0.0,0.0,0.0,13.0,14.0,8.0,16.0,8.0,0.0,0.0,0.0,4.0,15.0,16.0,13.0,2.0,0.0,1
889,96,0.0,1.0,9.0,16.0,15.0,10.0,0.0,0.0,0.0,6.0,16.0,8.0,7.0,16.0,3.0,0.0,0.0,0.0,11.0,14.0,16.0,11.0,1.0,0.0,0.0,1.0,13.0,16.0,6.0,0.0,0.0,0.0,0.0,8.0,15.0,16.0,3.0,0.0,0.0,0.0,0.0,5.0,14.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,16.0,3.0,0.0,0.0,0.0,0.0,11.0,16.0,8.0,0.0,0.0,0.0,1
890,379,0.0,0.0,3.0,12.0,15.0,14.0,3.0,0.0,0.0,1.0,16.0,5.0,0.0,8.0,12.0,0.0,0.0,6.0,16.0,11.0,2.0,13.0,7.0,0.0,0.0,2.0,9.0,15.0,16.0,4.0,0.0,0.0,0.0,0.0,3.0,14.0,16.0,7.0,0.0,0.0,0.0,0.0,9.0,5.0,6.0,15.0,0.0,0.0,0.0,0.0,11.0,10.0,7.0,16.0,2.0,0.0,0.0,0.0,3.0,12.0,16.0,13.0,0.0,0.0,1
891,574,0.0,0.0,3.0,12.0,16.0,6.0,0.0,0.0,0.0,0.0,13.0,16.0,12.0,4.0,0.0,0.0,0.0,3.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,5.0,4.0,0.0,0.0,0.0,0.0,8.0,14.0,3.0,16.0,2.0,0.0,0.0,0.0,4.0,16.0,4.0,13.0,7.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,12.0,16.0,15.0,0.0,0.0,1
892,820,0.0,0.0,3.0,15.0,16.0,15.0,1.0,0.0,0.0,0.0,9.0,11.0,9.0,16.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,4.0,15.0,15.0,16.0,6.0,0.0,0.0,0.0,2.0,12.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,1.0,0.0,0.0,0.0,1
893,878,0.0,0.0,13.0,15.0,11.0,12.0,11.0,0.0,0.0,4.0,16.0,15.0,16.0,13.0,9.0,1.0,0.0,3.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,16.0,2.0,0.0,0.0,0.0,8.0,12.0,11.0,16.0,3.0,0.0,0.0,0.0,1.0,13.0,16.0,12.0,0.0,0.0,0.0,1
894,1313,0.0,0.0,2.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,12.0,11.0,2.0,0.0,0.0,0.0,14.0,16.0,14.0,10.0,14.0,0.0,0.0,0.0,13.0,7.0,3.0,0.0,14.0,6.0,0.0,0.0,10.0,14.0,4.0,8.0,16.0,7.0,0.0,0.0,2.0,14.0,16.0,15.0,8.0,0.0,1
895,1560,0.0,0.0,4.0,13.0,16.0,14.0,0.0,0.0,0.0,2.0,14.0,16.0,12.0,4.0,0.0,0.0,0.0,13.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,15.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,0.0,0.0,0.0,1
896,689,0.0,0.0,0.0,4.0,13.0,16.0,15.0,2.0,0.0,0.0,2.0,15.0,13.0,13.0,16.0,6.0,0.0,0.0,7.0,7.0,0.0,3.0,16.0,4.0,0.0,0.0,0.0,4.0,4.0,8.0,14.0,0.0,0.0,0.0,14.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,11.0,9.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,1
897,1114,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,0.0,1.0,0.0,0.0,2.0,14.0,9.0,0.0,5.0,15.0,1.0,0.0,8.0,16.0,9.0,12.0,16.0,9.0,0.0,0.0,5.0,16.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0
898,1078,0.0,2.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,13.0,5.0,14.0,8.0,7.0,0.0,0.0,0.0,12.0,5.0,2.0,0.0,9.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,10.0,0.0,0.0,2.0,10.0,0.0,0.0,1.0,13.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,5.0,13.0,5.0,9.0,13.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,7.0,0.0,0
899,591,0.0,0.0,7.0,15.0,13.0,0.0,0.0,0.0,0.0,9.0,16.0,15.0,16.0,5.0,0.0,0.0,0.0,12.0,16.0,5.0,15.0,6.0,0.0,0.0,0.0,0.0,7.0,2.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,4.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0,12.0,15.0,7.0,0.0,0.0,5.0,16.0,14.0,12.0,12.0,11.0,0
900,1456,0.0,0.0,0.0,5.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,2.0,0.0,0.0,0.0,0.0,12.0,14.0,4.0,15.0,0.0,0.0,0.0,6.0,16.0,4.0,9.0,15.0,8.0,0.0,0.0,14.0,15.0,11.0,15.0,16.0,9.0,0.0,0.0,7.0,15.0,15.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,2.0,0.0,0.0,0
901,260,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,4.0,4.0,0.0,0.0,4.0,15.0,2.0,3.0,15.0,9.0,0.0,0.0,2.0,15.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,2.0,8.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0
902,1159,0.0,2.0,14.0,16.0,6.0,0.0,0.0,0.0,0.0,12.0,14.0,12.0,15.0,0.0,0.0,0.0,0.0,11.0,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,8.0,8.0,7.0,0.0,0.0,2.0,15.0,16.0,16.0,15.0,8.0,0.0,0
903,24,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,1.0,0.0,0.0,0.0,0.0,4.0,16.0,7.0,8.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,16.0,6.0,0.0,0.0,6.0,16.0,10.0,11.0,16.0,0.0,0.0,0.0,0.0,5.0,10.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0
904,1366,0.0,0.0,4.0,15.0,13.0,2.0,0.0,0.0,0.0,4.0,16.0,15.0,7.0,11.0,0.0,0.0,0.0,8.0,14.0,14.0,0.0,14.0,2.0,0.0,0.0,7.0,9.0,12.0,4.0,8.0,7.0,0.0,0.0,6.0,11.0,0.0,0.0,7.0,9.0,0.0,0.0,2.0,15.0,1.0,0.0,10.0,8.0,0.0,0.0,0.0,11.0,8.0,4.0,15.0,4.0,0.0,0.0,0.0,2.0,14.0,16.0,10.0,0.0,0.0,0
905,1558,0.0,0.0,3.0,11.0,13.0,15.0,3.0,0.0,0.0,4.0,16.0,14.0,11.0,16.0,8.0,0.0,0.0,2.0,5.0,0.0,14.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,8.0,11.0,15.0,8.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,3.0,0.0,0.0,0
906,1244,0.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,2.0,1.0,0.0,0.0,0.0,1.0,15.0,8.0,1.0,13.0,11.0,0.0,0.0,9.0,16.0,7.0,12.0,16.0,4.0,0.0,0.0,5.0,13.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,2.0,0.0,0.0,0
907,827,0.0,3.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,1.0,9.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,13.0,15.0,15.0,5.0,0.0,0.0,4.0,16.0,16.0,16.0,13.0,3.0,0.0,0
908,516,0.0,0.0,6.0,15.0,13.0,2.0,0.0,0.0,0.0,1.0,15.0,10.0,11.0,14.0,0.0,0.0,0.0,2.0,16.0,3.0,1.0,16.0,4.0,0.0,0.0,4.0,12.0,0.0,1.0,14.0,4.0,0.0,0.0,4.0,10.0,0.0,0.0,15.0,3.0,0.0,0.0,4.0,12.0,0.0,0.0,15.0,3.0,0.0,0.0,1.0,13.0,9.0,11.0,16.0,2.0,0.0,0.0,0.0,4.0,12.0,14.0,5.0,0.0,0.0,0
909,649,0.0,0.0,3.0,12.0,16.0,14.0,0.0,0.0,0.0,3.0,15.0,16.0,15.0,14.0,0.0,0.0,0.0,3.0,12.0,1.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,2.0,5.0,13.0,8.0,0.0,0.0,0.0,2.0,11.0,11.0,15.0,5.0,0.0,0.0,0.0,3.0,16.0,16.0,9.0,0.0,0.0,0
910,840,0.0,0.0,0.0,8.0,15.0,2.0,0.0,0.0,0.0,0.0,2.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,6.0,11.0,0.0,0.0,0.0,6.0,16.0,3.0,13.0,13.0,2.0,0.0,0.0,14.0,16.0,8.0,15.0,16.0,10.0,0.0,0.0,12.0,16.0,16.0,16.0,11.0,1.0,0.0,0.0,0.0,1.0,6.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0
911,1246,0.0,0.0,10.0,16.0,16.0,11.0,0.0,0.0,0.0,1.0,11.0,7.0,6.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,5.0,4.0,10.0,16.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,10.0,0.0,0.0,0
912,786,0.0,0.0,6.0,16.0,16.0,8.0,0.0,0.0,0.0,2.0,16.0,8.0,9.0,16.0,3.0,0.0,0.0,8.0,16.0,1.0,0.0,9.0,9.0,0.0,0.0,9.0,12.0,0.0,0.0,8.0,12.0,0.0,0.0,10.0,12.0,0.0,0.0,8.0,10.0,0.0,0.0,8.0,13.0,0.0,0.0,9.0,8.0,0.0,0.0,2.0,16.0,8.0,6.0,15.0,3.0,0.0,0.0,0.0,8.0,16.0,15.0,8.0,0.0,0.0,0
913,1577,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,8.0,4.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,15.0,3.0,0.0,0.0,1.0,16.0,13.0,4.0,11.0,11.0,0.0,0.0,0.0,11.0,14.0,9.0,15.0,11.0,0.0,0.0,0.0,1.0,14.0,16.0,15.0,6.0,0.0,1
914,1326,0.0,0.0,3.0,12.0,12.0,1.0,0.0,0.0,0.0,3.0,13.0,6.0,9.0,12.0,0.0,0.0,0.0,9.0,5.0,0.0,2.0,15.0,0.0,0.0,0.0,7.0,9.0,4.0,12.0,16.0,1.0,0.0,0.0,0.0,9.0,11.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,10.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,3.0,13.0,16.0,4.0,0.0,0.0,1
915,890,0.0,0.0,1.0,8.0,14.0,14.0,2.0,0.0,0.0,1.0,13.0,16.0,16.0,16.0,5.0,0.0,0.0,7.0,16.0,10.0,10.0,16.0,4.0,0.0,0.0,3.0,16.0,14.0,15.0,12.0,0.0,0.0,0.0,0.0,3.0,12.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,11.0,16.0,12.0,2.0,0.0,1
916,236,0.0,0.0,9.0,15.0,16.0,5.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,11.0,0.0,0.0,0.0,0.0,2.0,7.0,16.0,13.0,10.0,0.0,0.0,2.0,15.0,16.0,16.0,12.0,4.0,0.0,0.0,3.0,13.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,1
917,1664,0.0,0.0,2.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,5.0,14.0,3.0,12.0,0.0,0.0,0.0,0.0,6.0,13.0,3.0,15.0,0.0,0.0,0.0,0.0,8.0,15.0,15.0,9.0,0.0,0.0,0.0,2.0,16.0,11.0,9.0,0.0,0.0,0.0,0.0,2.0,14.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,6.0,0.0,0.0,0.0,1
918,1303,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,15.0,5.0,0.0,0.0,0.0,8.0,16.0,0.0,6.0,15.0,1.0,0.0,0.0,7.0,16.0,4.0,10.0,16.0,3.0,0.0,0.0,1.0,11.0,16.0,16.0,12.0,0.0,1
919,1646,0.0,0.0,7.0,16.0,15.0,4.0,0.0,0.0,0.0,0.0,11.0,16.0,15.0,12.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,1.0,0.0,5.0,15.0,9.0,0.0,0.0,0.0,6.0,15.0,16.0,16.0,2.0,0.0,1
920,76,0.0,3.0,5.0,14.0,13.0,6.0,0.0,0.0,0.0,9.0,16.0,12.0,10.0,12.0,0.0,0.0,0.0,6.0,16.0,3.0,12.0,11.0,0.0,0.0,0.0,1.0,13.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,16.0,5.0,0.0,0.0,1
921,1036,0.0,0.0,6.0,12.0,10.0,14.0,8.0,0.0,0.0,0.0,15.0,14.0,13.0,16.0,3.0,0.0,0.0,1.0,12.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,8.0,2.0,0.0,0.0,0.0,9.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,2.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,1
922,1581,0.0,0.0,0.0,9.0,16.0,10.0,0.0,0.0,0.0,0.0,1.0,15.0,5.0,16.0,3.0,0.0,0.0,0.0,13.0,4.0,0.0,15.0,5.0,0.0,0.0,0.0,15.0,11.0,14.0,16.0,2.0,0.0,0.0,8.0,16.0,16.0,13.0,5.0,0.0,0.0,0.0,3.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,1
923,1619,0.0,0.0,0.0,10.0,16.0,7.0,0.0,0.0,0.0,0.0,2.0,15.0,4.0,14.0,2.0,0.0,0.0,0.0,0.0,13.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,14.0,1.0,0.0,0.0,0.0,8.0,16.0,16.0,7.0,0.0,0.0,0.0,1.0,15.0,6.0,8.0,12.0,0.0,0.0,0.0,1.0,13.0,5.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,11.0,15.0,6.0,0.0,0.0,1
924,1233,0.0,2.0,9.0,16.0,13.0,13.0,2.0,0.0,0.0,11.0,11.0,4.0,2.0,10.0,4.0,0.0,0.0,6.0,12.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,6.0,14.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,3.0,0.0,0.0,0.0,1
925,1450,0.0,0.0,8.0,9.0,8.0,12.0,8.0,0.0,0.0,0.0,12.0,14.0,10.0,8.0,5.0,0.0,0.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,12.0,12.0,8.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,1.0,12.0,4.0,9.0,15.0,1.0,0.0,0.0,0.0,9.0,16.0,14.0,3.0,0.0,0.0,1
926,993,0.0,0.0,3.0,13.0,13.0,3.0,0.0,0.0,0.0,0.0,12.0,7.0,3.0,13.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,10.0,13.0,14.0,16.0,2.0,0.0,0.0,0.0,1.0,7.0,6.0,13.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,11.0,0.0,0.0,2.0,14.0,6.0,2.0,9.0,11.0,0.0,0.0,0.0,4.0,10.0,16.0,16.0,4.0,0.0,1
927,533,0.0,0.0,5.0,11.0,16.0,16.0,5.0,0.0,0.0,3.0,15.0,11.0,10.0,16.0,4.0,0.0,0.0,0.0,4.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,7.0,15.0,16.0,16.0,12.0,0.0,0.0,0.0,9.0,16.0,14.0,4.0,1.0,0.0,0.0,0.0,1.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,1
928,342,0.0,0.0,3.0,13.0,16.0,11.0,0.0,0.0,0.0,0.0,14.0,12.0,14.0,16.0,1.0,0.0,0.0,0.0,6.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,8.0,13.0,16.0,14.0,4.0,0.0,0.0,5.0,16.0,16.0,14.0,12.0,4.0,0.0,0.0,0.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,1
